filename,label,dataset
"ESD_0001_anger_奏婚礼进行曲了,他们",2,ESD
"ESD_0001_anger_它们的设计外形小巧,",2,ESD
ESD_0001_anger_人们当然都叫他“奥林,2,ESD
"ESD_0001_anger_看呀,我们差不多就装",2,ESD
ESD_0001_anger_这个镇上所有的人都喜,2,ESD
ESD_0001_anger_听说你要去香港看你叔,2,ESD
ESD_0001_anger_你身上的每一点都吸引,2,ESD
ESD_0001_anger_他好像跟他的秘书有过,2,ESD
"ESD_0001_anger_是啊,他的健康我总放",2,ESD
"ESD_0001_anger_真想不到,游泳竟有如",2,ESD
ESD_0001_anger_是没什么但是挺别扭的,2,ESD
"ESD_0001_anger_香港海洋公园,主人快",2,ESD
"ESD_0001_anger_是个冰淇淋,桃花确实",2,ESD
"ESD_0001_anger_还不太糟糕,但是得躺",2,ESD
ESD_0001_anger_如果有我能帮忙的请告,2,ESD
ESD_0001_anger_不会这么凑巧吧!我也,2,ESD
ESD_0001_anger_别不好意思。再多吃些,2,ESD
"ESD_0001_anger_很神奇的样子,我搞不",2,ESD
ESD_0001_anger_我倒是有一个爱好――,2,ESD
ESD_0001_anger_别小看我这发型!我还,2,ESD
ESD_0001_anger_你女儿和她妈妈长得很,2,ESD
ESD_0001_anger_我只会斗斗地主什么的,2,ESD
"ESD_0001_anger_得了吧,别这么胆小啦",2,ESD
ESD_0001_anger_就经常去我们宿舍附近,2,ESD
"ESD_0001_anger_很快,车就可自动开了",2,ESD
"ESD_0001_anger_我昨天遇到马克,他看",2,ESD
"ESD_0001_anger_感觉好温暖呀,好的,",2,ESD
ESD_0001_anger_没有找到蒸鱼的计时。,2,ESD
"ESD_0001_anger_我们俩合不来,还经常",2,ESD
"ESD_0001_anger_做不了什么,通常我会",2,ESD
ESD_0001_anger_我的表两点四十二。可,2,ESD
ESD_0001_anger_让我们看看哪一种球技,2,ESD
"ESD_0001_anger_太棒了,我其实挺饿的",2,ESD
ESD_0001_anger_自己的事情要自己做。,2,ESD
ESD_0001_anger_每天早晨都是我妈妈帮,2,ESD
"ESD_0001_anger_那棒极了,其实心情挺",2,ESD
"ESD_0001_anger_玛丽,你看来很喜欢挖",2,ESD
"ESD_0001_anger_我也是,我还有点儿口",2,ESD
"ESD_0001_anger_真是个好习惯,通常看",2,ESD
"ESD_0001_anger_没有,不过,我们去了",2,ESD
"ESD_0001_anger_快点起床,我在公寓门",2,ESD
ESD_0001_anger_你的同学把你给捉弄了,2,ESD
"ESD_0001_anger_不过我想星期五走,",2,ESD
ESD_0001_anger_你还真是考虑周到。,2,ESD
ESD_0001_anger_那你就离市区很远了。,2,ESD
"ESD_0001_anger_汤姆是个好人,但却赌",2,ESD
ESD_0001_anger_那你就说你为之神魂颠,2,ESD
"ESD_0001_anger_是的,请返还我的钱,",2,ESD
"ESD_0001_anger_如果你想要纹身,你去",2,ESD
"ESD_0001_anger_不是,他住在沃斯盾的",2,ESD
ESD_0001_anger_你说我们在芝加哥要待,2,ESD
ESD_0001_anger_这些颜色也不太适合你,2,ESD
"ESD_0001_anger_对别人没有,而对我就",2,ESD
ESD_0001_anger_我的希望是工作到倒下,2,ESD
ESD_0001_anger_吝啬鬼!他每天还骑自,2,ESD
ESD_0001_anger_是你最牵挂的那个女人,2,ESD
ESD_0001_anger_是不是依然觉得我很可,2,ESD
ESD_0001_anger_多教我些东西我会更聪,2,ESD
ESD_0001_anger_我要学习一下相关知识,2,ESD
ESD_0001_anger_我喜欢几乎所有的运动,2,ESD
ESD_0001_anger_也许能帮助你把事情弄,2,ESD
ESD_0001_anger_我总是控制不了它。,2,ESD
ESD_0001_anger_他们的配合值得我们学,2,ESD
ESD_0001_anger_我也知道自己是大嘴巴,2,ESD
"ESD_0001_anger_你可以去问鹦鹉啊,鹦",2,ESD
"ESD_0001_anger_是啊,我还是个乳臭未",2,ESD
"ESD_0001_anger_女孩的心思你别猜,但",2,ESD
ESD_0001_anger_节食减肥很痛苦。,2,ESD
"ESD_0001_anger_听大自然的声响,就像",2,ESD
"ESD_0001_anger_现在,我仍然有点紧张",2,ESD
ESD_0001_anger_不知道。或许一双新鞋,2,ESD
ESD_0001_anger_有事记得喊我。,2,ESD
"ESD_0001_anger_你好,布赖恩,正好四",2,ESD
ESD_0001_anger_这样子比较有趣。,2,ESD
"ESD_0001_anger_我也最喜欢你,不要开",2,ESD
ESD_0001_anger_小心脚下。人行道上有,2,ESD
ESD_0001_anger_我们还等什么,2,ESD
"ESD_0001_anger_我还不会说其他外语,",2,ESD
ESD_0001_anger_我只打算放松一下自己,2,ESD
ESD_0001_anger_承蒙邀请参加你的婚礼,2,ESD
"ESD_0001_anger_你知道,有时候病人会",2,ESD
ESD_0001_anger_我的性格就是冷静并且,2,ESD
ESD_0001_anger_我不会牺牲我的健康来,2,ESD
ESD_0001_anger_当然!他是我们大学的,2,ESD
ESD_0001_anger_他讲的笑话让我笑个不,2,ESD
ESD_0001_anger_原来你也在玩这个,2,ESD
ESD_0001_anger_我还不知道你认识弗兰,2,ESD
ESD_0001_anger_我曾在一家船运公司里,2,ESD
ESD_0001_anger_其实我们前天已经分手,2,ESD
ESD_0001_anger_我想那些应该是草莓的,2,ESD
"ESD_0001_anger_太妙了,我想换一些日",2,ESD
"ESD_0001_anger_你得先回答我,你最喜",2,ESD
"ESD_0001_anger_让我再想想,真相已经",2,ESD
ESD_0001_anger_这样你就有时间挥拍打,2,ESD
"ESD_0001_anger_你这个小气鬼,很不幸",2,ESD
"ESD_0001_anger_我是个学生,服务器响",2,ESD
ESD_0001_anger_一套古瓷器。它真的很,2,ESD
ESD_0001_anger_他在这次竞选活动中花,2,ESD
"ESD_0001_anger_她此刻失业了,你最好",2,ESD
"ESD_0001_anger_带上你的家人,但是他",2,ESD
ESD_0001_anger_你在我的心里折腾好久,2,ESD
"ESD_0001_anger_你转一个,我想学习下",2,ESD
"ESD_0001_anger_她和维克分手了,所以",2,ESD
ESD_0001_anger_冬天雨非常多。我不喜,2,ESD
ESD_0001_anger_时间对珍尼来说是没有,2,ESD
ESD_0001_anger_大概足够支持我生活三,2,ESD
ESD_0001_anger_你绝对猜不到她准备要,2,ESD
ESD_0001_anger_二零一六年十一月五号,2,ESD
"ESD_0001_anger_今天真凉快,我希望主",2,ESD
ESD_0001_anger_软妹子生气会说:讨厌,2,ESD
ESD_0001_anger_我们一起为他办个惊喜,2,ESD
ESD_0001_anger_以后我要经常来这儿爬,2,ESD
"ESD_0001_anger_我是一名教师,你可是",2,ESD
ESD_0001_anger_上海现在是下午四点三,2,ESD
ESD_0001_anger_别问了!说多了都是眼,2,ESD
ESD_0001_anger_如果我滚远了就回不来,2,ESD
ESD_0001_anger_带女友出去好好吃上一,2,ESD
"ESD_0001_anger_炖肉一小时,剩余三十",2,ESD
ESD_0001_anger_我以为你们国家的人都,2,ESD
"ESD_0001_anger_我饿啦,我想去吃点东",2,ESD
"ESD_0001_anger_为什么不,交朋友不分",2,ESD
"ESD_0001_anger_当然知道,我们各有千",2,ESD
"ESD_0001_anger_我喜欢你的干净整洁,",2,ESD
ESD_0001_anger_我已经习惯这种气候了,2,ESD
ESD_0001_anger_也就是一大堆照片。,2,ESD
"ESD_0001_anger_那就一会再说,我好害",2,ESD
ESD_0001_anger_希望我有一天也可以去,2,ESD
"ESD_0001_anger_你昨天才买衣服,真是",2,ESD
"ESD_0001_anger_还要叫她起床,怎么会",2,ESD
"ESD_0001_anger_是的,我知道,患难见",2,ESD
"ESD_0001_anger_我是萌萌哒,你是呆呆",2,ESD
ESD_0001_anger_你可以在那儿呆上至少,2,ESD
ESD_0001_anger_对不起我把咖啡洒在桌,2,ESD
"ESD_0001_anger_也不算,她有的歌我都",2,ESD
ESD_0001_anger_你太棒了。我对养花已,2,ESD
ESD_0001_anger_我还会陪你一路走下去,2,ESD
ESD_0001_anger_裁判全给了满分。,2,ESD
"ESD_0001_anger_当然,我简直离开音乐",2,ESD
"ESD_0001_anger_拜拜,明天要再来和小",2,ESD
ESD_0001_anger_碰到喜欢的女孩子要主,2,ESD
ESD_0001_anger_他的收支几乎不能平衡,2,ESD
"ESD_0001_anger_明天是星期天,我们去",2,ESD
ESD_0001_anger_大部分都是用诱饵钓到,2,ESD
"ESD_0001_anger_所以你必须要坚持,时",2,ESD
ESD_0001_anger_我非常支持人们走进太,2,ESD
ESD_0001_anger_我的老朋友汉森就住在,2,ESD
ESD_0001_anger_听起来你们玩得也很开,2,ESD
ESD_0001_anger_这个对我来说有点难!,2,ESD
"ESD_0001_anger_差不多,我们俩都很热",2,ESD
"ESD_0001_anger_你要做爸爸了,真让人",2,ESD
ESD_0001_anger_我真受不了城里那么大,2,ESD
ESD_0001_anger_好的。新的音乐厅有一,2,ESD
"ESD_0001_anger_这个位置不错,下车。",2,ESD
"ESD_0001_anger_那不打扰你了,我不敢",2,ESD
"ESD_0001_anger_最近很冷,风又大。",2,ESD
ESD_0001_anger_我最近正在努力练习棋,2,ESD
"ESD_0001_anger_拜托,别跟我提到笔记",2,ESD
ESD_0001_anger_它是一个主要的空气污,2,ESD
"ESD_0001_anger_我爱运动,但是对篮球",2,ESD
"ESD_0001_anger_我不需要嗅觉,所以没",2,ESD
"ESD_0001_anger_雪下得真大,带着我去",2,ESD
ESD_0001_anger_我不这么认为。我们沿,2,ESD
"ESD_0001_anger_食物也很美味,更不用",2,ESD
ESD_0001_anger_大约一个小时左右。,2,ESD
ESD_0001_anger_请勿进入竹林。不让进,2,ESD
ESD_0001_anger_为了不让鱼吃掉诗人的,2,ESD
ESD_0001_anger_那样的话你应该穿讲究,2,ESD
ESD_0001_anger_我的直系亲属人数不多,2,ESD
ESD_0001_anger_贾尼斯突然兴奋地大叫,2,ESD
ESD_0001_anger_领带对男人来说真必不,2,ESD
ESD_0001_anger_没有为什么就是要等我,2,ESD
ESD_0001_anger_我不怎么在乎这个店有,2,ESD
ESD_0001_anger_我最好的朋友就约会过,2,ESD
"ESD_0001_anger_我不用转头,不需要脖",2,ESD
"ESD_0001_anger_没看过小说,只有人类",2,ESD
ESD_0001_anger_我是个游戏迷。,2,ESD
"ESD_0001_anger_你比吴亦凡帅,我同意",2,ESD
"ESD_0001_anger_我没有忽悠你,机器人",2,ESD
ESD_0001_anger_最初我的工作是当一名,2,ESD
ESD_0001_anger_陪你度过这漫长的黑夜,2,ESD
ESD_0001_anger_这是我在旅游第四天拍,2,ESD
ESD_0001_anger_这句话的意义我不太明,2,ESD
ESD_0001_anger_我们想等一个合适的时,2,ESD
"ESD_0001_anger_我很伤心,我准备去网",2,ESD
ESD_0001_anger_这可真不像是场英超比,2,ESD
ESD_0001_anger_他好像是被他女友给甩,2,ESD
ESD_0001_anger_也许反倒是件好事,2,ESD
ESD_0001_anger_听起来很厉害的样子!,2,ESD
ESD_0001_anger_我必须再次感谢您的慷,2,ESD
"ESD_0001_anger_我是淑女,只会讲文明",2,ESD
ESD_0001_anger_这可是我学会的第一首,2,ESD
ESD_0001_anger_谁都有烦的时候。,2,ESD
"ESD_0001_anger_是很棒的一款手机,性",2,ESD
ESD_0001_anger_没有找到你想删除的闹,2,ESD
"ESD_0001_anger_很大,令人兴奋但是嘈",2,ESD
"ESD_0001_anger_沈阳明天有雷阵雨,多",2,ESD
ESD_0001_anger_但梅花往往被很多人忽,2,ESD
"ESD_0001_anger_只要不违法,我还是想",2,ESD
ESD_0001_anger_然后再找一个音乐播放,2,ESD
"ESD_0001_anger_我当然喜欢,我很注意",2,ESD
"ESD_0001_anger_是的,所以我永不喝它",2,ESD
"ESD_0001_anger_我真兴奋,我终于有自",2,ESD
ESD_0001_anger_我想说我也这样认为的,2,ESD
ESD_0001_anger_绝对不可以走到湖的中,2,ESD
"ESD_0001_anger_晚安,么么哒,满天都",2,ESD
"ESD_0001_anger_有些人划船,有的人在",2,ESD
ESD_0001_anger_我想所有中国人都会打,2,ESD
ESD_0001_anger_有充足的时间购物和观,2,ESD
"ESD_0001_anger_自己保重,记得要常联",2,ESD
"ESD_0001_anger_门儿都没有,现在还不",2,ESD
"ESD_0001_anger_我太喜欢听了,所以不",2,ESD
"ESD_0001_anger_我随时都在,有没有梦",2,ESD
"ESD_0001_anger_不会,不过我很喜欢单",2,ESD
ESD_0001_anger_还有聊天记录。,2,ESD
"ESD_0001_anger_在法国南部,气候常年",2,ESD
ESD_0001_anger_哪天我也许得和他谈谈,2,ESD
"ESD_0001_anger_振作点儿,我看了屏幕",2,ESD
"ESD_0001_anger_我是银灰色的,我都被",2,ESD
"ESD_0001_anger_文学和经济,我喜欢很",2,ESD
"ESD_0001_anger_赌博往往是个祸根,",2,ESD
"ESD_0001_anger_三个,两个儿子一个女",2,ESD
"ESD_0001_anger_祝你春节快乐,全家幸",2,ESD
"ESD_0001_anger_是的,我刚撞到了桌子",2,ESD
"ESD_0001_anger_这个我相信,我是登山",2,ESD
"ESD_0001_anger_播放歌单收藏,脑筋可",2,ESD
ESD_0001_anger_我希望你能和我一起想,2,ESD
ESD_0001_anger_我一直到清晨四点才到,2,ESD
ESD_0001_anger_我刚从苏格兰回来。,2,ESD
ESD_0001_anger_我支持你。它是需要重,2,ESD
ESD_0001_anger_我在一个机械化农场做,2,ESD
ESD_0001_anger_有时内在美更加重要。,2,ESD
ESD_0001_anger_我去查查篮球相关的知,2,ESD
"ESD_0001_anger_已经怀孕四个半月了,",2,ESD
"ESD_0001_anger_这局我让你开,今天我",2,ESD
ESD_0001_anger_我们休息一下喝杯咖啡,2,ESD
"ESD_0001_anger_如果她拒绝我,我会死",2,ESD
ESD_0001_anger_旅行结束后我将休息一,2,ESD
ESD_0001_anger_现在全城的人都要向我,2,ESD
ESD_0001_anger_我需要插着电源才能说,2,ESD
ESD_0001_anger_每次你看到一些时尚衣,2,ESD
ESD_0001_anger_你看上去比以前更漂亮,2,ESD
"ESD_0001_anger_下午好,蒂娜,我想我",2,ESD
ESD_0001_anger_家里有全自动洗衣机。,2,ESD
"ESD_0001_anger_谢谢你来这里,告诉我",2,ESD
"ESD_0001_anger_不是很喜欢,你把我绕",2,ESD
"ESD_0001_anger_等待你的指令,随时可",2,ESD
ESD_0001_anger_他对谁都那么友好。,2,ESD
ESD_0001_anger_我喜欢吃中餐。,2,ESD
"ESD_0001_anger_尽管提意见,我会改正",2,ESD
"ESD_0001_anger_这么多笑话,一天讲不",2,ESD
"ESD_0001_anger_我讨厌吃醋,偶是不懂",2,ESD
"ESD_0001_anger_太棒了,我们下午可以",2,ESD
ESD_0001_anger_但是有时夏天比其它季,2,ESD
"ESD_0001_anger_我们相处得很好,仅此",2,ESD
ESD_0001_anger_于是我就问她能不能连,2,ESD
ESD_0001_anger_我想要那种新款的美国,2,ESD
ESD_0001_anger_错过这村可就没这个店,2,ESD
"ESD_0001_anger_我曾经养过,我太高兴",2,ESD
ESD_0001_anger_他们将于今年夏天结婚,2,ESD
"ESD_0001_anger_谢谢你的夸奖,鲍伯上",2,ESD
"ESD_0001_anger_你看起来很高兴,眼睛",2,ESD
ESD_0001_anger_年轻人当然要承担责任,2,ESD
ESD_0001_anger_不要乱问女孩子的年龄,2,ESD
ESD_0001_anger_每天晚上跟你互道晚安,2,ESD
ESD_0001_anger_我会在你的脸上画鬼脸,2,ESD
"ESD_0001_anger_我缺钱用,所以上星期",2,ESD
ESD_0001_anger_许多白领都参加到这个,2,ESD
"ESD_0001_anger_很漂亮,不过人多拥挤",2,ESD
"ESD_0001_anger_别总是闲着,找点事情",2,ESD
"ESD_0001_anger_好好休息一下,这个小",2,ESD
ESD_0001_anger_这两块是唐朝不同时期,2,ESD
"ESD_0001_anger_我喜欢你的黑衣服,你",2,ESD
"ESD_0001_anger_是的,真是名副其实。",2,ESD
"ESD_0001_anger_是很难听的脏话,主人",2,ESD
"ESD_0001_happiness_打远一看,它们的确很",1,ESD
ESD_0001_happiness_英国的哲学家曾经说过,1,ESD
"ESD_0001_happiness_我老家在北京,哇塞!",1,ESD
ESD_0001_happiness_不管怎么说主队好象是,1,ESD
"ESD_0001_happiness_我们乘船漂游了三峡,",1,ESD
ESD_0001_happiness_我喜欢“北京欢迎你”,1,ESD
ESD_0001_happiness_我每个月打一次电话。,1,ESD
ESD_0001_happiness_沙尘暴好像给每个人都,1,ESD
"ESD_0001_happiness_就是这个意思,你又聪",1,ESD
ESD_0001_happiness_个人收藏家!他们肯定,1,ESD
ESD_0001_happiness_妇女节快乐。我永远爱,1,ESD
ESD_0001_happiness_你每次谈恋爱都像现在,1,ESD
"ESD_0001_happiness_周末的我,只忙着陪你",1,ESD
"ESD_0001_happiness_谁你也不认识,我很乐",1,ESD
ESD_0001_happiness_我特别喜欢网球和登山,1,ESD
ESD_0001_happiness_他一定是一眼就被你迷,1,ESD
ESD_0001_happiness_很快你上大学就用得到,1,ESD
"ESD_0001_happiness_我们意见不和,咱们去",1,ESD
"ESD_0001_happiness_不就是你嘛,为什么要",1,ESD
ESD_0001_happiness_前几天我碰见了一件有,1,ESD
ESD_0001_happiness_已经播至该专辑最后一,1,ESD
ESD_0001_happiness_我和我朋友刚从巴厘岛,1,ESD
ESD_0001_happiness_做一些好吃的促进宝宝,1,ESD
ESD_0001_happiness_你的身影总是在我心里,1,ESD
ESD_0001_happiness_我觉得并不是非要有特,1,ESD
"ESD_0001_happiness_是的,他很狡猾,经常",1,ESD
ESD_0001_happiness_工厂不把它直接排到大,1,ESD
"ESD_0001_happiness_没错,就是车门。另外",1,ESD
"ESD_0001_happiness_很可爱啊,就像你一样",1,ESD
"ESD_0001_happiness_除非你打飞碟球,但这",1,ESD
"ESD_0001_happiness_没听清,请问什么时间",1,ESD
ESD_0001_happiness_我遇到了一位漂亮的女,1,ESD
"ESD_0001_happiness_我是青蛙,不用冬眠的",1,ESD
"ESD_0001_happiness_那是马特,他肯定很勇",1,ESD
ESD_0001_happiness_这样无辜的人就不会被,1,ESD
ESD_0001_happiness_我必须一直通电才能工,1,ESD
ESD_0001_happiness_我和我的妻子盼望着和,1,ESD
"ESD_0001_happiness_当然是了,我现在快饿",1,ESD
"ESD_0001_happiness_没有找到日程,走的时",1,ESD
ESD_0001_happiness_是一家制药公司的短期,1,ESD
"ESD_0001_happiness_姐忙得很,没空和你说",1,ESD
"ESD_0001_happiness_我会暖被窝了,逗你的",1,ESD
"ESD_0001_happiness_这样的话,我们可以选",1,ESD
"ESD_0001_happiness_比方说,“华尔街日报",1,ESD
ESD_0001_happiness_我知道人生并不总是一,1,ESD
ESD_0001_happiness_我们可以轮流开车。,1,ESD
ESD_0001_happiness_这是台湾地区最大的动,1,ESD
"ESD_0001_happiness_时候不早了,我来了,",1,ESD
ESD_0001_happiness_递给我一些彩球和纸花,1,ESD
"ESD_0001_happiness_每次叫我都不给红包,",1,ESD
"ESD_0001_happiness_没关系,也许他老婆会",1,ESD
ESD_0001_happiness_你不应该害怕开始一段,1,ESD
"ESD_0001_happiness_我肯定会的,那以后我",1,ESD
ESD_0001_happiness_我是基于人工智能系统,1,ESD
ESD_0001_happiness_它实际会形成一氧化碳,1,ESD
ESD_0001_happiness_我参加了一个有关全球,1,ESD
"ESD_0001_happiness_跳舞好难呀,我还正在",1,ESD
ESD_0001_happiness_让人看上去就感到宽广,1,ESD
"ESD_0001_happiness_只要是我能玩好的,我",1,ESD
ESD_0001_happiness_坐地铁只需要大约二十,1,ESD
ESD_0001_happiness_下个月我姐姐要结婚了,1,ESD
ESD_0001_happiness_我是顺路过来跟你告别,1,ESD
ESD_0001_happiness_你知道我很努力地在戒,1,ESD
"ESD_0001_happiness_我告退了,晚上回去拍",1,ESD
"ESD_0001_happiness_一点也不差,先把握好",1,ESD
ESD_0001_happiness_我们可以去钓鱼、聊天,1,ESD
ESD_0001_happiness_你深深地印在我的脑海,1,ESD
ESD_0001_happiness_我应该给女朋友买玫瑰,1,ESD
"ESD_0001_happiness_以后不要喝那么多了,",1,ESD
"ESD_0001_happiness_心动不如行动,我不太",1,ESD
ESD_0001_happiness_只要令人鼓舞的电影我,1,ESD
ESD_0001_happiness_资料全都不见了。气死,1,ESD
ESD_0001_happiness_她总是带香甜甜的微笑,1,ESD
ESD_0001_happiness_今年应该是第二十七个,1,ESD
ESD_0001_happiness_我也想去看可爱的熊猫,1,ESD
"ESD_0001_happiness_是的,你是个大块头,",1,ESD
"ESD_0001_happiness_奏婚礼进行曲了,他们",1,ESD
"ESD_0001_happiness_它们的设计外形小巧,",1,ESD
ESD_0001_happiness_人们当然都叫他“奥林,1,ESD
"ESD_0001_happiness_看呀,我们差不多就装",1,ESD
ESD_0001_happiness_这个镇上所有的人都喜,1,ESD
ESD_0001_happiness_听说你要去香港看你叔,1,ESD
ESD_0001_happiness_你身上的每一点都吸引,1,ESD
ESD_0001_happiness_他好像跟他的秘书有过,1,ESD
"ESD_0001_happiness_是啊,他的健康我总放",1,ESD
"ESD_0001_happiness_真想不到,游泳竟有如",1,ESD
ESD_0001_happiness_是没什么但是挺别扭的,1,ESD
"ESD_0001_happiness_香港海洋公园,主人快",1,ESD
"ESD_0001_happiness_是个冰淇淋,桃花确实",1,ESD
"ESD_0001_happiness_还不太糟糕,但是得躺",1,ESD
ESD_0001_happiness_如果有我能帮忙的请告,1,ESD
ESD_0001_happiness_不会这么凑巧吧!我也,1,ESD
ESD_0001_happiness_别不好意思。再多吃些,1,ESD
"ESD_0001_happiness_很神奇的样子,我搞不",1,ESD
ESD_0001_happiness_我倒是有一个爱好――,1,ESD
ESD_0001_happiness_别小看我这发型!我还,1,ESD
ESD_0001_happiness_你女儿和她妈妈长得很,1,ESD
ESD_0001_happiness_我只会斗斗地主什么的,1,ESD
"ESD_0001_happiness_得了吧,别这么胆小啦",1,ESD
ESD_0001_happiness_就经常去我们宿舍附近,1,ESD
"ESD_0001_happiness_很快,车就可自动开了",1,ESD
"ESD_0001_happiness_我昨天遇到马克,他看",1,ESD
"ESD_0001_happiness_感觉好温暖呀,好的,",1,ESD
ESD_0001_happiness_没有找到蒸鱼的计时。,1,ESD
"ESD_0001_happiness_我们俩合不来,还经常",1,ESD
"ESD_0001_happiness_做不了什么,通常我会",1,ESD
ESD_0001_happiness_我的表两点四十二。可,1,ESD
ESD_0001_happiness_让我们看看哪一种球技,1,ESD
"ESD_0001_happiness_太棒了,我其实挺饿的",1,ESD
ESD_0001_happiness_自己的事情要自己做。,1,ESD
ESD_0001_happiness_每天早晨都是我妈妈帮,1,ESD
"ESD_0001_happiness_那棒极了,其实心情挺",1,ESD
"ESD_0001_happiness_玛丽,你看来很喜欢挖",1,ESD
"ESD_0001_happiness_我也是,我还有点儿口",1,ESD
"ESD_0001_happiness_真是个好习惯,通常看",1,ESD
"ESD_0001_happiness_没有,不过,我们去了",1,ESD
"ESD_0001_happiness_快点起床,我在公寓门",1,ESD
ESD_0001_happiness_你的同学把你给捉弄了,1,ESD
"ESD_0001_happiness_不过我想星期五走,",1,ESD
ESD_0001_happiness_你还真是考虑周到。,1,ESD
ESD_0001_happiness_那你就离市区很远了。,1,ESD
"ESD_0001_happiness_汤姆是个好人,但却赌",1,ESD
ESD_0001_happiness_那你就说你为之神魂颠,1,ESD
"ESD_0001_happiness_是的,请返还我的钱,",1,ESD
"ESD_0001_happiness_如果你想要纹身,你去",1,ESD
"ESD_0001_happiness_不是,他住在沃斯盾的",1,ESD
ESD_0001_happiness_你说我们在芝加哥要待,1,ESD
ESD_0001_happiness_这些颜色也不太适合你,1,ESD
